tid,hastighet
35.5,32.99188049
35.6,32.97639171
35.7,32.96098971
35.8,32.94567375
35.9,33.02520698
36,33.08612516
36.1,33.09596184
36.2,33.10212962
36.3,33.11186802
36.4,33.19344688
36.5,33.26382419
36.6,33.26589086
36.7,33.33568724
36.8,33.41577118
36.9,33.4422312
37,33.4155021
37.1,33.39949772
37.2,33.36950981
37.3,33.36423843
37.4,33.33450516
37.5,33.32237674
37.6,33.31031283
37.7,33.31566663
37.8,33.32099211
37.9,33.3400992
38,33.3487757
38.1,33.36084096
38.2,33.3865443
38.3,33.38478246
38.4,33.37962231
38.5,33.3778876
38.6,33.38633133
38.7,33.38796931
38.8,33.39634353
38.9,33.39458367
39,33.39954293
39.1,33.38105154
39.2,33.36933035
39.3,33.35100993
39.4,33.32946152
39.5,33.32127254
39.6,33.3263418
39.7,33.30501836
39.8,33.28708968
39.9,33.26925088
40,33.27767067
40.1,33.31867865
40.2,33.36273751
40.3,33.32865393
40.4,33.30769423
40.5,33.32560753
40.6,33.32731842
40.7,33.32259107
40.8,33.29543764
40.9,33.28441297
41,33.27663347
41.1,33.27207545
41.2,33.26436365
41.3,33.26302562
41.4,33.26485461
41.5,33.25721597
41.6,33.24961405
41.7,33.24832422
41.8,33.23138901
41.9,33.21453464
42,33.21022214
42.1,33.20593013
42.2,33.18925591
42.3,33.18503376
42.4,33.1962616
42.5,33.18280657
42.6,33.18170082
42.7,33.17753592
42.8,33.19479069
42.9,33.18146455
43,33.15907153
43.1,33.15196189
43.2,33.1418563
43.3,33.11668803
43.4,33.10671028
43.5,33.10881032
43.6,33.11090073
43.7,33.10699315
43.8,33.10609078
43.9,33.09625082
44,33.08348178
44.1,33.13011172
44.2,33.19725303
44.3,33.2522766
44.4,33.24811221
44.5,33.24690692
44.6,33.27211114
44.7,33.3206204
44.8,33.34846826
44.9,33.32373669
45,33.32528445
45.1,33.34423293
45.2,33.3399388
45.3,33.35010591
45.4,33.41787009
45.5,33.41344244
45.6,33.41477311
45.7,33.42468747
45.8,33.4288447
45.9,33.4472373
46,33.50252845
46.1,33.56893303
46.2,33.55858112
46.3,33.57653461
46.4,33.63107045
46.5,33.69099955
46.6,33.75347932
46.7,33.81849338
46.8,33.85806671
46.9,33.8639923
47,33.86154074
47.1,33.87021186
47.2,33.85666877
47.3,33.86807985
47.4,33.8573589
47.5,33.87147515
47.6,33.87453654
47.7,33.92696133
47.8,33.95453031
47.9,33.97652083
48,33.99569374
48.1,33.97942287
48.2,33.96864886
48.3,34.01751851
48.4,34.07700003
48.5,34.11465325
48.6,34.10099733
48.7,34.09008429
48.8,34.07385339
48.9,34.05501307
49,34.03090895
49.1,34.01489774
49.2,34.00161111
49.3,34.00695707
49.4,33.98579413
49.5,33.97264682
49.6,33.98593298
49.7,33.96494008
49.8,33.9440315
49.9,33.9441842
50,33.9391024
50.1,33.92359403
50.2,33.90554092
50.3,33.90576893
50.4,33.90339986
50.5,33.88808502
50.6,33.90127572
50.7,33.89376791
50.8,33.88371393
50.9,33.92768349
51,33.98430877
51.1,34.0330306
51.2,34.0381168
51.3,34.09674629
51.4,34.15769331
51.5,34.15742639
51.6,34.16983947
51.7,34.15689564
51.8,34.14147577
51.9,34.13872102
52,34.11836283
52.1,34.09054842
52.2,34.07537382
52.3,34.06776281
52.4,34.04519837
52.5,34.04764313
52.6,34.04510342
52.7,34.05002195
52.8,34.04253103
52.9,34.03506843
53,34.02269637
53.1,34.01037091
53.2,34.00547038
53.3,33.99322348
53.4,34.00307533
53.5,34.02511904
53.6,34.02510991
53.7,34.02266419
53.8,34.07373378
53.9,34.09062763
54,34.0783818
54.1,34.08069292
54.2,34.0685106
54.3,34.05878285
54.4,34.05871198
54.5,34.0562405
54.6,34.03700282
54.7,34.03458007
54.8,34.01067668
54.9,33.99401049
55,33.98216297
55.1,33.97035846
55.2,33.9562263
55.3,33.94451138
55.4,33.94464805
55.5,33.92120819
55.6,33.91903292
55.7,33.9074689
55.8,33.90532605
55.9,33.89616866
56,33.88704398
56.1,33.88028421
56.2,33.87587675
56.3,33.87845724
56.4,33.88334858
56.5,33.87201146
56.6,33.86764975
56.7,33.86330343
56.8,33.86127606
56.9,33.85005743
57,33.87560716
57.1,33.94231514
57.2,33.99506467
57.3,33.98825795
57.4,34.00427061
57.5,34.00884956
57.6,33.99751106
57.7,33.99074729
57.8,33.97947935
57.9,33.98406949
58,33.98413183
58.1,33.97743765
